index	tag	guid	description
280	2	3729	Tak wygl?daj? maskotki reklamowe dla firmy z ofert? dla laboratoriów: odczynniki oraz testy
281	0	1857	Iguana Laurenti #fotomanhef #canon #iguana #reptile #tropical #nature #planet #wild #venezuela #photography #travel
282	2	4605	@_KIRILLER_ Не, больной ублюдок это Дзэдзо (1), а Ута (2) просто чувак, который охуительно выглядит, вот http://t.co/1Ir2jBbobw
283	0	4994	http://t.co/lDKrZ3XozK http://t.co/1VresxOrgz
284	2	1297	#??? #??? #??? #??? #??? #????????? #?????????????????????????????????????????????????
285	1	2793	RT @TheLocalGod: Anti-#GamerGate talks in a nutshell: Mostly empty chairs with the occasional blue head of hair.
286	2	3113	RT @MarkusDeep: @BadGirlJanelle Viêt White? Tu joues les salopes et tu es incapable de sucer un anaconda.
287	1	618	“@TEDTalks: This gel can make you stop #bleeding instantly: #hemostasis #Medicine #emergency
288	0	280	#Rain by DJLee - #Atmosphere #Barren #Branches #CloseUp #Cold #Dark #Green
289	2	2568	Women 14K Gold Filled Sapphire Austrian Crystal Round Cut Bangle
290	1	396	Only 6 months until 5SOS performs at @ThePavilion_TX !!!! #RockOutWithYourSocksOut #Ecstatic #Pumped ?????
291	0	2326	RT @gsrescueelite: Please read about Hansel and Gretal to see what awful conditions they lived in
292	1	511	RT @501stLegion: RT @501NEG: 2 things a Stormtrooper is powerless against in armor, low hanging objects & this @501stLegion @FISD501st http…
293	2	281	"@ItsFoodPorn: Strawberry & Nutella Crepe my happiness ??
294	2	2900	Another beluga baby at #georgiaaquarium causes concern & is now being tube fed #blackfish
295	2	3677	thanks all the my stream watchers <3
296	1	340	RT @_RickyLance: NEW MUSIC: Check out my new song Infatuated w/ @OfficialJeuice streaming on @DailyLoud - https://t.co/oX6nZTNWnO
297	2	2808	From hip-hop to electro, @DJzebo, brings an energetic variety of genres! Join tonight for Chicago Industry Alliance!
298	2	1007	Just ate four cookies. #remorse
299	0	3988	RT @horrificstory: Found in an abandoned home http://t.co/yifo6XOKf5
300	2	4399	Groundbreaking today for Innisvale Cemetery and Crematorium. Rebuilding after being devastated by fire. #Innisfil http://t.co/P4xoxuqDlo
301	2	2852	RT @BSchweinsteiger: One last dream in my career come true. I am excited about the next chapter in my life with @ManUtd.
302	1	3163	Tips To Run In The Heat : ,
303	2	1975	RT @CauseWereGuys: When she asks what she's getting for Valentines Day
304	0	1514	#AsILayDying #Forsaken #Music - We found "As I Lay Dying" - "Forsaken" for #free on audiom…
305	1	3017	Jarlett de Grouchy is hiring a #FMCG #Insight Analyst, apply now! #Leeds #jobs
306	0	2980	RT @janiceholland62: Which one would you give a gun to and trust to despatch a frightened exhausted fox? #keeptheban
307	2	1550	At -- My next project.. The #StatueOfLiberty ? #LadyLiberty ? #GotHerTatted ? #7side #Grim…
308	1	1457	Im liking @PerryTimms Shoes ?? prefers to be known as an #Enthusiastic than an #Expert @FM_Conference #wpfut
309	0	4446	12mm High Definition Distressed Laminate Flooring - Maple - ONLY $1.89! http://t.co/TL9FMg9QYk http://t.co/zSA0H7LK4Q
310	2	624	This birthday card is amazing. Am stumped on letters U, V, W, Y and Z though.
311	2	840	#finished !! Plus de photos demain :) #art #painting
312	1	3866	#sunsetlover #moneytrees Vegan #ebooks -weight-loss program, and recipe books: Vibrant
313	2	2529	RT @CrabbysJoplin: New Crabby's and #NEW menu items. Check it out today. #SundayDinner
314	2	5118	@Independent I assume he shared that with her as he shook her hand and curtsied? #Hypocrite http://t.co/bNagcHaFS8
315	0	3941	RT @Freedom_Daily: ILLEGAL ALIEN advocate protesters SHOUTED DOWN at #trump Arizona rally (VIDEO) #tcot
316	2	4324	RT @vitalmanagement: Delighted to announce  @emmerdale actress @AndersonNatalie  is represented by Vital #publicity #media #image #PR http:…
317	0	3257	RT @antijokeapple: My summer so far
318	1	2984	Frustrated with work life balance #entrepreneurs, #smallbusiness #startups #motivation
319	2	537	@BestBergerEver @JoelTemperlane Katy and Bill ruined Valentine's for me because their love is too perfect.
320	2	1646	#February #Winter #Rainy #Stormy #Windy #Tuesday #Night #Love #Happy #Positive #Passionate #Calm #Joy #Fun #Coffee???
321	0	3901	#Kindle #Erotica >> "Wicked Ties"
322	0	179	Throwin that shade #beanie #delinquent #braid #frozen #lmao
323	2	4353	RT @_carrienet_: Perseverance Recognize that to accomplish great things, you will most like http://t.co/xy6E5GlVUS #depression http://t.co/…
324	1	752	RT @rm123077: Wild Turkeys-Wildcat Hills #Nebraska
325	0	190	RT @UnknowFirst: ASARD KASSIM, #London #ISIS webmastr of EXPOSED #OpISIS #OpIceISIS @AnonOpsSE @OfficialAnonOps http…
326	0	5086	RT @nekoghouI: this is so, so, SO fuckin heartbreaking. how some people won't even feel remorse by looking at this picture amazes me http:/…
327	0	2651	?Buster is still missing..Appleby Magna,Leics.....owners are desperate..please retweet..thank you?
328	0	398	RT @AmazonWatch: #Slimy17 @petrobras is exploring 4 oil in 1 of most isolated parts of Brazilian Amazon #divest http…
329	0	3040	RT @JGilliam_SEAL: #Gilliam - My job is not to simply defend a position when having a heated discussion, my job is to uphold the #Truth! ht…
330	1	3474	And 12 lines of cocaine
331	1	4142	Bell Variant MTB Bike Cycling Helmet Small S 52-56cm Matte Black New Blemished http://t.co/iSyHpWQMGy http://t.co/nmWwxsCIPh
332	0	2743	Je crois bien avoir trouvé LE groupe rock / métal alternatif pour me motiver à la salle : Disturbed.
333	2	322	Don't tell me I'm not the only one who does this. #selfiewithdogs #doting
334	0	2330	RT @taulukos: 17 Awful Things That Happen When You Get Ready In The Summer: Feelin’ hot,… #Buzzfeed #Style
335	1	2925	Almost finished my thoughts in progress print #handmadehour but might have to continue tomorrow as I’m shattered xx
336	2	815	He had no #failings which were not owing to a #noble cause; to an #ardent, #generous, perhaps an immoderate passion…
337	2	4837	#HarryAppreciationDay http…
338	0	3947	Let's just say the other team got wrecked
339	0	4170	CROFT Comp 26" MTB Bike Wheelset 24/24H QR Shimano/SRAM Compatible NEW BLEMISHED http://t.co/Kvb99wbsOM http://t.co/37f6Z1Ea2M
340	0	4337	RT @animemomdad: Hoozuki (Hoozuki no Reitetsu) http://t.co/TCZKqwxwAA
341	2	4123	RT @HugoSophiaUSA: Lace top black skirt ???? http://t.co/FFtQaKUBkz ??? http://t.co/oL8Lutf7m3
342	2	876	#fashiongirlslikeus #gloomy Coolbeat #audiobooks: Award Winning Coolbeat Audiobooks Pub
343	1	1308	Less than a minute left in the half, #cardinals are up 27-21! #finish #strong #gocards #UIWmenshoops #UIWmbb #UIW
344	0	4420	RT @ShaunFrankson: RT to mind people that 640,000 tons of fishing gear is discarded annually.  http://t.co/WzfTZlZwny http://t.co/67LkqB0iXL
345	2	769	Valentine's with my first lovesss. Congrats, Worshipful Master Daddy! Hahahaha
346	1	3752	@nyyankeefanfore "singles" and is nearly thrown out due to poor base-running #FuturesGame
347	2	3624	DVF Diane von Furstenberg Naples Ankle Soft Canvas Blossom Black Tuxedo Pants 4
348	1	985	Genghis Khan ~ ily #relatable #king #passionate #yeet #yas #sogengrn @ap_genghis
349	0	826	Ask protestors y DL's lying?
350	2	401	About Being Judged #QuiltShow #QuiltFestival #Judging
351	2	4248	Does cooking with basil baffle you? Let @rocketandsquash clear your confusion #herbguide http://t.co/LFyAM6JXCH http://t.co/6K8KxRPPZl
352	1	3529	100% Motorcycle Riding Goggle ACCURI White MERICA Clear Lens 50200-066-02
353	0	4474	Why do you get distressed so much? Take the quiz: http://t.co/xzvlASH7Lc http://t.co/aW5KF0RTdK
354	0	4624	#JamieHood to jury: "Y'all convicted me on false & misleading evidence. It ain't your fault." #fox5atl http://t.co/MCwU7DOOa8
355	1	2447	.@a_quilt_bot blurred #p46x32 #maxgreen #parallelogram
356	2	4964	RT @yumeowa: 夏、満喫しました #pixiv http://t.co/CK2qDtIc3P http://t.co/UGHWwt5wF8
357	2	3275	Gorgeous Milky Way seen from a lonely country road flanked by cornfields west of Lawrence, Kansas on 7/11/15. #kswx
358	1	2077	RT @InsideLaLiga: Dejected Leo Messi staring at 2014 World Cup trophy wins World Press Photo of the year -
359	2	4031	New artwork for sale! - "Cardinal Crest Aglow - Digital Art" - http://t.co/KyUS3yVarf @fineartamerica http://t.co/4tPVmoYHzG
360	1	3317	RT @kokasexton "10 Things I Learned Researching Ten of the World’s Fastest Growing #Startups
361	1	3317	RT @kokasexton "10 Things I Learned Researching Ten of the World’s Fastest Growing #Startups
362	2	408	good night everybody ?. #Sad #depressed #untouc… htt…
363	2	2807	RT @StarPlus: Never have we witnessed such zest on #NachBaliye7. Thanks to the #TooMuch energetic act by @miamruta & @himmanshoo!
364	1	4148	Гель для проблемной кожи B-Gel http://t.co/JEZFeKztoE http://t.co/AzPEpvFEV3
365	2	2715	Why are you feeling dispirited? Take the quiz:
366	1	2917	RT @YouChoices: Twitter or Facebook?
367	1	2786	RT @LACoLifeguards: @lacolifguards in #VeniceBeach made 89 rescues yesterday due to the elevated surf!! Check in w/ a #lifeguard!
368	2	77	RT @TabithaThomas95: ECSTATIC to have been scouted at @MOVEITSHOW with my best gal @Maddie_Painx ?? thank you @WilkesAcademy !!
369	2	2049	THIS IS SO CUT E
370	2	5024	RT @TheeHusbands: LOUIS IS SO TINY OMG http://t.co/qfTBg1l1Xy
371	0	3699	I'm genuinely stunned to find out there were that many people behind us in the front row, I had no idea
372	0	2068	RT @SIXgunBANDIDO: If U Protect The Fetus But NOT The Child..Then U Are NOT Pro-Life. #hypocrisy #hunger #abused #poor
373	0	4746	gloomy day in london http://t.co/cRmnB0pMmC
374	0	1548	And the prize for negative children's book goes to #picturebooks #grim
375	1	396	Only 6 months until 5SOS performs at @ThePavilion_TX !!!! #RockOutWithYourSocksOut #Ecstatic #Pumped ?????
376	0	3662	Wretched are those who are #vindictive and #spiteful. #PopeFrancis #quote
377	1	2761	Why are you feeling downcast? Take the quiz:
378	0	3644	Running clothes, gum in mouth, guac, bananas, sweet potato fries, and sparkling water. My life in one photo. ???
379	2	1184	#colorsplash_bw #zealous Remedios #herbales y tratamientos naturales: Remedios herbales
380	2	2144	Checkout lane discarded items of note: expensive mango juice; expression of love
381	2	2093	For everyone who's depressed enjoy this picture of mozzarella sticks ????
382	2	1601	#cat #cute #catlovers #meow #norwegianforestcat #breeder #beautiful #katt #katter #kittens #kattungar #purrfect #in…
383	2	215	RT @ApostleLauretta: The effectual fervent prayer of a righteous man availeth much. #PrayerIsMyMedicine?
384	1	2903	RT @GovernorPerry: Last summer I told @BarackObama "if the fed government won't secure the border, Texas will!" http…
385	0	69	#VoilàSnackbar #WorstPresidentEver #POTUS #Disgraced #ISIS
386	2	2845	RT @orrie_yes: Need to calm myself so here's over-affectionate-big-bro!Doffy and exasperated-little-bro!Roci for you guys.
387	1	1850	I'm befuddled!!! Where's my chicken!! @RichieFarina @moto_restaurant the egg came first?!?!
388	2	2489	Just saw an ad for maybelline's chaotic mascara and I'm pretty sure people usually pay to not look like this...
389	2	2011	RT @francesetparker: Transgender Kids Arent Confused About Who They Are, So Stop Trying T... #Childrearing
390	1	993	#Fanghorn forest or #Alder #woodland up Glen #vorlich, #Lochearn. #petrified #forest #LOTR #Scotland
391	1	2720	Why are you feeling dispirited? Take the quiz:
392	1	396	Only 6 months until 5SOS performs at @ThePavilion_TX !!!! #RockOutWithYourSocksOut #Ecstatic #Pumped ?????
393	0	2462	RT @ufcovernewz: In horrific photo, UFC 189's Rory MacDonald confirms broken nose and foot
394	2	5031	RT @WaterAidUK: Passionate about #publicspeaking? Join WaterAid's Speaker Network (no costume required!) Email speakers@wateraid.org. http:…
395	0	3735	RT @ActForAmerica: Local talk show host was threatened to be beheaded in the name of Allah.
396	1	2793	RT @TheLocalGod: Anti-#GamerGate talks in a nutshell: Mostly empty chairs with the occasional blue head of hair.
397	1	2970	RT @Pleinsdebetises: On a touché le fond les gens.
398	1	4231	RT @Ice_Groravee: ??? http://t.co/py5SJqeChq
399	1	181	EXPOSED: free fortune cookie SCAM at uwindsor marketplace #thatsnotafortune #appalled #fortuneless #cookiewasgoodtho
400	2	3790	NCIA helps troubled teens turn their lives around - #howto #how
401	0	2689	Old mobile phones to the tune of 170 million are discarded or replaced annually. #eWaste
402	2	544	Hell hath no fury like scorned actors, Ashes to ashes seek to dethrone Generations. Heres more
403	2	3357	RT @nuhasarwar: “We have not sent down to you this Qur'ān,for you to be miserable!” -Qur'an {20:2}
404	0	869	This is a very Manchester sky! #gloomy
405	1	2060	Sony Vaio VGN-FS920 Only for Parts Damaged Screen
406	2	1295	#buenasnoches #selfie #love #crazy #locaa #sudadera #followme4follwme #like4like #siguemeytesigo ?
407	2	3818	RT @xoxox_manii: When you hype it up more ??
408	0	3169	Trashman Fired After Throwing Injured Dog Into Back of Garbage Truck -
409	1	825	#broken #flat #edges #shuffle #white #thin #gram #grain
410	0	4856	RT @vanrysselberghe: Proyectan crecimiento económico inferior al del a?o pasado que fue de 1,9%.  ?Y gobierno preocupado por marihuana! htt…
411	2	4731	RT @oohbaekhyun: you make my gloomy days just fine your smile is so magical that it makes everything in this world feel right http://t.co/P…
412	1	516	Look at all the people who get more money than us. #studentathletes #bitter
413	2	3173	RT @DerekHaleSexy: "And when she smiles all around is small and insignificant."
414	1	4145	Porter Cable 19.2V 2.5Ah Cordless Power Tool Battery  8823 Battery-BLEMISHED http://t.co/kQKZ8NSMno http://t.co/z9wlsujG12
415	2	4547	RT @citymississauga: Zeus is an energetic 5 month-old black lab pup. He loves long walks & ready for a new home! http://t.co/swEQBCcf7Q. ht…
416	2	1357	RT @osaxy: Super Cool #spoonies rule! Sending Hugs and Love! #Spoonie #Lupus #Fibro #ChronicPain #Depression #PTSD #Aspergers
417	2	508	There may be times when we are powerless to prevent injustice, but there must never be a time when we fail to protest
418	1	3202	Some isolated showers popped up in the LP earlier today but most stayed dry. More chances of rain tomorrow.
419	1	2787	Pizza elevated for cooking base & top.
420	1	2102	Two flag stickers yet neither of them are from the country we call home........ #speechless
421	2	2112	#Angels in the outfield #Love 2 #kiss. Stop #Dogs #abused life. #Love is in the air PLS RT
422	0	2666	17 #ISIS Militant Killed By #ISF & Destroyed Car Bomb In #Anbar: Statement(F.P.)
423	1	870	Need a #desk #lamp for the #gloomy winter evenings? Come to @BusinessShop07 #haywardsheath today!
424	2	1725	My last 100 squats is at 10pm and I'm done with my workouts #FitLife #Strong #Fit Journey #NewMe
425	0	347	RT @LennoxLewis: This is what many black Americans see and become increasingly infuriated! Change is needed!
426	2	3860	RT @zac_skinner1: Happy Birthday Em, in love with your vibrant personality and the crazy misadventures we have. See ya soon ????
427	0	2567	#NGupdate247 Man’s body cut in half after crashing his motorcycle during high speed chase …
428	0	5002	Judging by UK media silence we're not a nation outraged enough http://t.co/cz4M6uosNs ht…
429	2	3441	RT @xcassidyo: harry usually doesnt say "overwhelmed" in his wmyb solo but he did last niiiiiiiight
430	1	2833	RT @CommonBlackGirI: I would've quit my job ?
431	2	1273	by ettorepoggi My tree thoughts #confusion #landscape #countryside #countrymusic #pinkfloyd #standbyme #lovenature
432	2	88	RT @EdinaDanceTeam: For our first time at state we are ecstatic on taking 4th place in AAA finals! Congrats to all the amazing teams! http:…
433	0	422	I'm not stuck in the past. I'm marooned in the present.
434	0	344	Q: Which vascular territory is infarcted here? ANSWER: #FOAMrad #FOAMed #radiology
435	2	3014	Share a Coke with Grouchy the Can @ChristophSam @NickPat24
436	2	1849	#Live #Black #Hosts bigassquirt #Curvy
437	1	502	Deals : #7557 Navajo Sterling Petrified Wood Agate Cuff Bracelet & Necklace Set ca. 1970s …
438	0	1809	RT @NBCConstantine: This is why you don’t anger a voodoo priest. #ConstantineFinale #Constantine
439	2	1711	@jeff_kennett #Judged #harshly #AustralianStory Mon8pmABC @larissawaters @LizMinchin @KayMcGrath7 @msjrowe @YaThinkN
440	2	879	#me #Brooklyn #girl #gloomy #grunge #band #bass #darkness #music #musicians #live #cool #c…
441	1	335	Absolutely incensed by this cynical 50 Shades/Valentine cash-in at Tesco
442	2	1234	@alt_J 4 months later finally “this is all yours" has arrived. #thrilled
443	2	1562	Are #YOU ready for #gametime?Enjoy this #NBA Season on this awesome new sectional!#Heated #Massage seats!ON #SALE NOW
444	2	3157	RT @ThislsAmazing: Audrey Hepburn & George Peppard in Breakfast at Tiffany’s 1961.
